,content,gender,rhyme,met
111,"Los campos de Madrid, Isidro santo,
que en toscas líneas labrador termina,
giran globos de gloria peregrina
los ratos que con Dios conversáis tanto.
Y porque el Vargas vuestro admire cuanto
aumentáis su labor, mano divina
inteligencias al arado inclina,
que a la común materia rompa el manto
Libra el cielo al que siembra entre dolores,
que siegue eterno gozo por tributo,
duras espinas convirtiendo en flores.
Y así de vos, Isidro, el rostro enjuto
allá cogió por flor de labradores,
sembrando aquí sus lágrimas, el fruto
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+---+-+-+-', '-+-+---+-+-', '+-+--+---+-', '-+---+--++-', '---+---+-+-', '--+--++--+-', '---+---+-+-', '---+-+-+-+-', '+-+--+---+-', '-+-+-+---+-', '+--+---+-+-', '-+-+-+-+-+-', '-+-+-+---+-', '-+-+-+---+-']"
112,"Pensativo, vagando entre las ruinas
de las viejas moradas señoriales,
que rodean espesos matorrales
erizadas de múltiples espinas,
veo las azuladas golondrinas
llegar a las regiones tropicales,
donde no braman vientos invernales
ni oscurecen el cielo las neblinas
Pasan después los rudos labradores,
caído el hombro al peso de la azada
en que dejó la tierra impuras huellas;
y mostrando sombríos esplendores
aparece la noche coronada
con su diadema fúlgida de estrellas
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['--+--+---+-', '--+--+---+-', '--+--+---+-', '--+--+---+-', '+----+---+-', '-+---+---+-', '--++-+---+-', '--+--+---+-', '+--+-+---+-', '+-+-+----+-', '---+-+-+-+-', '--+--+---+-', '--+--+---+-', '---+-+---+-']"
113,"Mi hogar, entre las cañas escondido,
turbó un día la música divina
de tu amor que, en el bosque florecido,
tuvo arrullos de enferma golondrina.
En mi pecho infeliz donde una gota
de cicuta fatal puso el dolor,
sentí vibrar como doliente nota
reminiscencias de un lejano amor.
No avives la tristeza que se caima,
ni despiertes la fiera que se aduerme..
Sólo quiero del bosque la quietud.
;En mi retiro, solitaria palma,
resistirá a los años, siempre inerme,
el viejo amor que canta mi laúd!
",1,"['A', 'B', 'A', 'B', 'C', 'D', 'C', 'D', '-', 'E', 'F', '-', 'E', 'F']","['-+---+---+-', '-++--+---+-', '--+--+---+-', '+-+--+---+-', '--+--+-+-+-', '--+--++--+-', '-+-+---+-+-', '---+-+-+-+-', '++---+---+-', '--+--+---+-', '+-+--+---+-', '---+---+-+-', '---+-+-+-+-', '-+-+-+---+-']"
114,"Abrióme Amor, con diestra mano, el lado
izquierdo, y en el pecho, ya herido,
un árbol puso, que ha en color vencido
el más hermoso y verde colorado
Para que de mis penas el arado
y el aire de mis ansias encendido
le críen y le adornen, y el crecido
humor, por mis mejillas derramado
Honor, fama, saber, virtud que espanta,
casta belleza en hábito divino,
son las raíces de esta ilustre planta.
Yo, triste, de tan rico peso indigno
(pecho por tierra), como a cosa santa,
la adoro y reverencio de contino.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', '-', 'C', 'D']","['-+---+-+-+-', '-+---+-+-+-', '++-+-+-+-+-', '-+-+-+---+-', '-----+---+-', '-+---+---+-', '++-++----+-', '-+---+---+-', '-++--+-+-+-', '+--+-+---+-', '+-+-+--+-+-', '++--++-+-+-', '+--+---+-+-', '++---+---+-']"
115,"¡Oh mi bella ciudad! Cómo en tu seno
vibró mi ser y aleteó mi rima
cuando en tu corazón hallé la cima
que asalta el rayo y que apostrofa el trueno
Te poseí bajo tu azul sereno,
entre el halago dulce de tu clima,
y te ofrendé mi juventud opima
con tanto ahínco y con amor tan pleno,
que en las tinieblas de tus noches frías
y hasta en tus más recónditos rincones
deben sonar, cual ecos de otros días:
los sollozos de todas mis canciones,
los estruendos de todas mis orgías
y los gritos de todas mis pasiones!
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['--+---+--+-', '-+-+---+-+-', '-----+-+-+-', '-+-+---+-+-', '+-+----+-+-', '---+-+---+-', '-+-+---+-+-', '-++----+++-', '---+---+-+-', '+--+-+---+-', '+--+-+-+-+-', '--+--+---+-', '--+--+---+-', '--+--+---+-']"
116,"Cual cándida paloma reclinada,
que el dulce viento pasa de corrida;
como la bella Aurora entretenida
del nocturno vapor sale forzada;
cual la blanca azucena rociada
del frescor matutino enternecida,
y cual temprana rosa, aun no cogida,
entre espinosos cardos levantada;
así entre todas va vuestra blancura,
con gracia, con dulzura, con aseo,
que excede toda gracia y hermosura:
sois la blanca paloma en el meneo;
sois azucena y rosa en la figura;
sois una hermosa aurora a mi deseo.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['++---+---+-', '-+-+-+---+-', '---+-+---+-', '--+--++--+-', '+-+---+--+-', '--+--+---+-', '---+-+++-+-', '---+-+---+-', '-+-+-+---+-', '-+---+---+-', '-+-+-+---+-', '+-+--+---+-', '+--+-+---+-', '++-+-+---+-']"
117,"¿En qué fresco jardín de olor divino,
famoso Lope, en que dichoso suelo
a su fortuna hallará consuelo,
si sale de tu vega el PEREGRINO?
Que aunque le ofrezca el próspero destino
el alcázar de Psique en presto vuelo,
para quien viene del empíreo cielo,
¿qué son palacios de diamante fino?
Trabajos pasará, porque es discreto;
más tendrá, si su lira es conocida,
lugar entre los dignos de memoria.
Y, a pesar de la envidia y del secreto
olvido, durará siempre extendida
su fama, y canto y peregrina historia
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['-++--+-+-+-', '-+-+---+-+-', '---+---+-+-', '-+---+---+-', '--++-+---+-', '--+---+-+-+-', '---+---+-+-', '++-+---+-+-', '-+---+-+-+-', '+-+--++--+-', '-+---+---+-', '-----+---+-', '-+---++--+-', '-+-+---+-+-']"
118,"Yo, que a nadie hice mal, que he recogido
el padecer ajeno, que he buscado
alivio a los pesares de otro, olvido
a penas que jamás he ocasionado
Yo que de Cristo la doctrina austera
he practicado, sin rendir tributo
a la venganza ni al placer, severa,
sin esperar de mi conducta el fruto
Ya conocí, por fin, la sierpe inmunda
que emponzoñóme artera y vagabunda,
y herido el corazón en la contienda,
al comprender que ayer fue desacierto,
¡hoy me siento a la puerta de mi tienda
a ver pasar a mi enemigo muerto!
",1,"['A', 'B', 'A', 'B', 'C', 'D', 'C', 'D', 'E', 'E', 'F', 'G', 'F', 'G']","['+-++-++--+-', '---+-+-+-+-', '-+---+-+-+-', '-+---++--+-', '+--+---+-+-', '+--+---+-+-', '---+---+-+-', '---+---+-+-', '+--+-+-+-+-', '---+-+---+-', '-+---+---+-', '---+-++--+-', '+++--+---+-', '-+-+---+-+-']"
119,"Náufrago bergantín de quilla rota,
mástil crujiente y velas desgarradas,
írguese entre las olas encrespadas
o se sumerge en su extensión ignota.
Desnudo cuerpo de mujer que azota
el viento con sus ráfagas heladas,
en sudario de espumas argentadas
sobre las aguas verdinegras flota
Cuervo marino de azuladas plumas
olfatea el cadáver nacarado
y, revolando en caprichosos giros,
alza su pico entre las frías brumas
un brazalete de oro, constelado
de diamantes, rubíes y zafiros
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['+----+-+-+-', '+--+-+---+-', '+-+--+---+-', '---+---+-+-', '-+-+---+-+-', '-+---+---+-', '--+--+---+-', '---+---+-+-', '+--+---+-+-', '--+--+---+-', '---+---+-+-', '+--+---+-+-', '+--+-+---+-', '--+--+---+-']"
120,"¿Quién escapa de ti? ¿Quién tu castigo
evita? ¿Quién se esconde a tu mirada?
Desde que el hombre emprende su jornada
de la cuna al sepulcro, va contigo
Mas no con torpe lengua te maldigo
¡oh Dolor!, cuya fuerza incontrastada,
como Dios sacó un mundo de la nada,
sacas del mal la luz que adoro y sigo.
Fuerte artista que labras tu escultura,
el bloque humano sin piedad golpeas
y el bien arrancas de su entraña dura.
Chispas de tu cincel son las ideas
con que iluminas nuestra noche oscura,
cuando tus obras inmortales creas.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+-+--+--+-', '-+--+----+-', '---+-+---+-', '--+--+-+-+-', '-+-+-+-+-+-', '--+--+---+-', '--+-++---+-', '+--+-+-+-+-', '+-+--+---+-', '-+-+---+-+-', '-+-+---+-+-', '+----++--+-', '---+---+-+-', '---+---+-+-']"
121,"Tabernáculo abierto de dolores
que ansía echar el mundo de su seno,
como la nube el estruendoso trueno
que la puebla de lóbregos rumores
Plácenme tus sombríos corredores
con su ambiente impregnado de veneno
que dilatan en su ámbito sereno
los males de tus tristes moradores
Hoy que el dolor mi juventud agosta
y que mi enfermo espíritu tranquilo
ve su sueño trocarse en hojarasca,
pienso que tú serás la firme costa
donde podré encontrar seguro asilo
en la hora fatal de la borrasca
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['--+--+---+-', '-+-+-+---+-', '---+---+-+-', '--+--+---+-', '+----+---+-', '--+--+---+-', '--+--+---+-', '-+---+---+-', '+--+---+-+-', '---+-+---+-', '+-+--++--+-', '+--+-+-+-+-', '---+-+-+-+-', '--+--+---+-']"
122,"Te alzó con mano firme el heroísmo,
de patriótico amor enajenado,
sobre un pueblo oprimido y humillado,
como un rayo de luz sobre un abismo.
El yugo del odioso despotismo,
por crímenes sin cuento ensangrentado,
rompió bajo tus pliegues, denodado,
en desigual combate, el patriotismo.
Tú, que sólo ondulaste estremecida,
de la batalla al pavoroso estruendo,
sobre escenas de duelo, horror y muerte,
¡flota sobre la patria redimida,
cual talismán sagrado, protegiendo
a un pueblo libre, venturoso y fuerte!
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['++-+-+---+-', '--+--+---+-', '-++--+---+-', '-++--+-+-+-', '-+---+---+-', '-+---+---+-', '-+---+---+-', '---+-+---+-', '+-+--+---+-', '---+---+-+-', '--+--+-+-+-', '+----+---+-', '+--+-+---+-', '++-+---+-+-']"
123,"Pues que ella es todo invierno y aun en el mismo hielo,
pues que su corazón de témpanos armado
tan sólo de mis cantos se muestra enamorado,
¿Por qué tan loco soy que sigo con mi anhelo?
¿Qué puedo de su nombre lograr ver alcanzado
más que un honesto yugo, que oprime aun siendo bello?
No está, dueña y señora, tan blanco mi cabello
que vuestro lugar otra no ocupe de buen grado
Amor, que al fin es niño, no oculta la verdad:
no sois tan arrogante ni tan rica en beldad
que hayáis de desdeñar a un corazón leal;
volver a mis abriles no puedo hacerlo hoy;
amadme si podéis amarme como estoy,
y os amaré también cuando estaréis igual.
",0,"['A', 'B', 'B', 'A', 'B', 'C', 'C', 'B', 'D', 'D', 'E', 'F', 'F', 'E']","['-+++-+-+--++-', '-----+-+---+-', '++---+--+---+-', '-+++-+-+---+-', '++---+--++--+-', '++-+-+--+++-+-', '+++--+-++---+-', '----++-++---+-', '-+-+++-++---+-', '+++--+--++--+-', '-+---++--+-+-', '-+---+-++-++-', '-++--+-++--+-', '+--+-+---+-+-']"
124,"El grande, el raro, el solo, el peregrino
admirado esplendor del suelo Hispano,
hoy a la muerte satisfizo humano
las sospechas que tuvo de divino
En sus obras la pira se previno,
que ofrecérsela digna fuera en vano,
cuanto excelsa Pirámide el Gitano
Nilo ostenta en espejo cristalino.
Emula de su fama, ¡o muerte fiera!
el vital tronco tu fatal guadaña
deshizo al golpe de mortal herida
Mas renaciendo a superior esfera
procedió del eclipse luz a España,
y de la muerte a su memoria vida
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['-+-+-+---+-', '--+--+-+-+-', '+-+---+--+-', '--+--+---+-', '--+--+---+-', '--++++-+-+-', '+-+--+----', '+-+--+---+-', '-+---+-+-+-', '--++---+-+-', '-+-+---+-+-', '---+---+-+-', '--+--+-+-+-', '---+---+-+-']"
125,"No arrancó la ambición las quejas hondas
ni el orgullo inspiró los anatemas
que atraviesan mis mórbidos poemas
cual aves negras entre espigas blondas
Aunque la dicha terrenal me escondas,
no a la voz de mis súplicas le temas,
que ni lauros, ni honores, ni diademas
turban de mi alma las dormidas ondas
Si algún día mi férvida plegaria
¡oh, Dios mío! en blasfemia convertida
vuela a herir tus oídos paternales,
es que no siente mi alma solitaria,
en medio de la estepa de la vida,
el calor de las almas fraternales.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['+-+--+-+-+-', '--+--+---+-', '--+--+---+-', '++-+---+-+-', '---+---+++-', '+-+--+--++-', '-++--+---+-', '+--+---+-+-', '-++--+---+-', '-++--+---+-', '+-+--+---+-', '+-++-+---+-', '-----+---+-', '--+--+---+-']"
126,"Desde que fue pastor tierno Belardo,
di atención a sus quejas y dolores,
cortando de su ingenio algunas flores
que por reliquias observadas guardo
Después cual sol universal gallardo
dio luz a tantos doctos escritores,
desterrando los críticos horrores
del nuevo idioma, apócrifo y bastardo
Trátele en su estados diferentes,
y en sólo Sessa le advertí dichoso,
pues son sin duración los premios vanos.
Y en esta protección sin accidentes
le ajustó el cielo a espíritu glorioso,
para honrarle con premios soberanos.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['---+-++--+-', '+-+--+---+-', '-+---+-+-+-', '---+---+-+-', '-+-+---+-+-', '++-+-+---+-', '--+--+---+-', '-+-+-+---+-', '+-+--+---+-', '-+-+-+-+-+-', '-+---+-+-+-', '-+---+---+-', '+-++-+---+-', '--++-+---+-']"
127,"La vela de traición y viento llena,
con la vista cansada y el deseo
sigue Ariadna del traidor Teseo
desde la playa que a su llanto suena.
Sus hebras de oro, de piedad ajena,
injuria, y deja en su dorado empleo
al aire rico y al azul Nereo
con perlas que llorando da a la arena
«Vuelve, ingrato -le dice- y al engaño
con que el honor me quitas no le aumentes
la soledad de estos peñascos fríos
Mas, ¡triste yo!, que esfuerzo el propio daño,
pues que te dan con que de mí te ausentes
el viento en popa los suspiros míos
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['-+---+-+-+-', '--+--+---+-', '+--+---+-+-', '---+---+-+-', '-+-+---+-+-', '-+-+---+-+-', '-+-+---+-+-', '-+---+-+-+-', '+-+-++---+-', '---+++-+++-', '---++--+-+-', '-+-+-+-+-+-', '--++---+++-', '-+-+---+-+-']"
128,"El Orbe aplauda de la flor de Hungría,
el heroico valor, el ser constante;
pues al cierzo exponiendo lo fragante,
es por el cierzo más su lozanía.
Aplauda a tan hermosa bizarría,
la Complutense Atenas vigilante,
y cuando el riesgo llora, el triunfo cante
sonoro Cisne, a tanta mejoría
Que es ponerse la flor, y sus candores,
del achacoso cierzo, a la aspereza,
dando sus hojas, a una y otra herida.
Fue, para que supiesen otras flores,
que aventurarse al riesgo, de la vida,
es el triunfo mayor, de su Grandeza.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'E', 'D']","['-+-+---+-+-', '--+--+-+-+-', '--+--+-+-+-', '+--+-+---+-', '-+-+-+---+-', '-----+---+-', '---+-+-+-+-', '-+-+-+---+-', '+-++-+---+-', '---+-+---+-', '+--+-++--+-', '+----+-+-+-', '---+++---+-', '+-+--+---+-']"
129,"No sé que impulso irresistible y rudo
me sacó de mi extático embeleso:
sé que en su casta boca estampé un beso
y la abracé con apretado nudo
La pobre niña, que evitar no pudo
de mi pasión el temerario exceso,
vaciló, temblorosa, bajo el peso
de aquel ósculo ardiente, intenso y mudo
Haciéndome sentir de sus enojos
el noble arranque, con nervioso brío
mis ímpetus contuvo y mis antojos
Pero ¿cómo ofenderme su desvío,
si el amor, asomándose a sus ojos,
a traición me entregaba su albedrío?
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['++-+---+-+-', '+-+--+---+-', '+--+-+--++-', '-+-+---+-+-', '-+-+---+++-', '---+---+-+-', '--+--+---+-', '-++--+-+-+-', '-+-+-+---+-', '-+-+---+-+-', '-+---+---+-', '--+--++--+-', '--+--+-+-+-', '--++-+---+-']"
130,"Silvio, el voraz incendio que violento
en tu amoroso pecho se derrama,
de ardores juveniles, vulgar llama,
y de común pasión propio alimento
Lo esforzado acredita de tu aliento,
que con los imposibles más se inflama,
si es que más propiamente no se llama
de una loca ambición, justo tormento.
Pues transformar (¡qué error!) quieres altivo,
en tu noble arrogancia sin segundo,
el genio que me dio naturaleza;
advierte que ese empeño es excesivo,
porque más que el imperio, sí, del mundo,
la libertad estima mi belleza.
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['+--+-+---+-', '---+-+---+-', '-+---+--++-', '---+-++--+-', '--+--+---+-', '-----+-+-+-', '+-++-+-+-+-', '+-+--++--+-', '---++++--+-', '--+--+---+-', '-+--++---+-', '-+-+-++--+-', '--+--+-+-+-', '---+-+---+-']"
131,"Ante tu canto, en plectro dilatado,
la eterna Fama, o del Tormes undoso
Canoro Cline, fin que el tiempo, odioso
Leteo, ofulque a tanta gloria el grado
No de la envidia, el Midas obstinado
niegue a tu labio acento el Lauro honroso
pues gustar mejor pudo decoroso,
el Numen dulce, el Helicón sagrado
Y la Penea Ninfa, que de Apolo,
el docto empleo le negó a sus brazos,
(trocó a las ansias de un amor prudente).
Hoy nuevo Apolo, a ti te ofrezco solo,
con amoroso afecto, ardientes lazos,
que ciñan de tu ser, la adulta frente.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['---+-+---+-', '-+-+--+--+-', '---+-+-+-+-', '-++-+-+--+-', '+--+-+---+-', '+--+-+-+-+-', '--+-++---+-', '-+-+---+-+-', '----+----+-', '-+-++-+--+-', '-+-+-+-+-+-', '++-+-+++-+-', '---+-+-+-+-', '-+---+-+-+-']"
132,"Frente a la soporífera canícula insensata,
la vieja sus remiendos monótonos frangolla;
y al son del gluglutante rezongo de la olla
inspírase el ambiente de bucólica beata.
En el sobrio regazo de la cocina grata,
su folletín la cándida maledicencia empolla,
hasta que la merienda de hogaza y de cebolla
abre un dulce paréntesis a la charla barata
Afuera el aire es plomo Casiopea y Melampo,
turban sólo el narcótico gran silencio del campo
Ella, la muy maligna, finge torpes enredos,
como le habla al oído de divinos deslices
y así el tiempo resbala por sus almas felices,
como un rosario fácil entre unos bellos dedos.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'E', 'E', 'D']","['-----+---+---+', '-+---+--+---+-', '-+---+--+--+-', '-+-+-+---+--+-', '--+--+----+-+-', '---+-+-----+-+', '-----+--+---+-', '+++--+----+--+', '-+-+++---+-+-', '+-+--+--+-+--+', '+--+-+-+-+--+-', '--+-+---+--+-', '-++--+---+--+-', '-+-+-+--+-+-+-']"
133,"¡Oh, celeste raudal de melodía
que jamás enmudeces ni te agotas;
en ti palpitan las sublimes notas
que arrancan de tu plectro la Armonía!
Si de ti me aparté, si en triste día
miré las cuerdas de mi lira rotas,
hoy con fuerza mayor en mi alma brotas
e invocarte de nuevo me extasía.
Esta corona de perfume agreste,
¡Oh, Deidad!, que en tus aras deposito
pueda tocar la fimbria de tu veste!
Y al elevar a ti mi pensamiento,
de la edad en el piélago infinito,
¡blanca estela de luz deje mi acento!
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'E', 'D', 'E']","['--+--+---+-', '--+--+--++-', '-+-+---+-+-', '-+---+---+-', '--++-+-+-+-', '-+-+---+-+-', '+-+--+-+-+-', '--++-+-+-+-', '+--+---+-+-', '--+--+---+-', '+--+-+---+-', '---+-+---+-', '--+--+---+-', '+-+--++--+-']"
134,"Segundo Fénix que dejó engendrado
la ceniza de Lope esclarecida;
tú que diste al Parnaso nueva vida,
viendo el Sol de las Musas eclipsado
Ya en tu tránsito duro ha peligrado
la pompa del Teatro envanecida;
tarde se mirará convalecida,
de este desastre fúnebre del Hado
Madrugaron la Muerte, y la Fortuna
a disfrutarte, ensangrentando fiera
una la Rueda, y otra la Guadaña
Juntas troncaron la mayor columna,
que sustentó la peregrina Esfera,
del mejor espectáculo de España.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', '-', 'C', 'D', '-', 'C', 'D']","['---+---+-+-', '--+--+---+-', '+-+--+-+-+-', '+----+---+-', '+-+--++--+-', '-+--+----+-', '+----+---+-', '+--+-+---+-', '--+--+---+-', '---++--+-+-', '+--+-+---+-', '+--+---+-+-', '---+---+-+-', '--+--+---+-']"
135,"Gloria al laboratorio de Canidia,
gloria al sapo y la araña y su veneno,
gloria al duro guijarro, gloria al cieno,
gloria al áspero errar, gloria a la insidia,
gloria a la cucaracha que fastidia,
gloria al diente de can de rabia lleno,
gloria al parche vulgar que imita al trueno,
gloria al odio bestial, gloria a la envidia.
Gloria a las ictericias devorantes
que sufre el odiador; gloria a la escoria
que parece la luz de los diamantes,
pues toda esa miseria transitoria
hace afirmar al paso a los Atlantes
cargados con el orbe de su gloria.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+----+---+-', '+-+--+---+-', '+-+--+-+-+-', '+-+--++--+-', '+----+---+-', '+-+--+-+-+-', '+-+--+-+-+-', '+-+--++--+-', '+----+---+-', '-+---++--+-', '--+--+---+-', '-++--+---+-', '+--+-+---+-', '-+---+---+-']"
136,"En turbulento mar, de horrores lleno,
y enmudecidas olas irritado,
Javier Sacro Neptuno venerado,
a su crespa cerviz impone freno.
Arroja el Celestial Tridente al seno
del ímpetu soberbio alborotado,
y al contacto de numen tan Sagrado,
su inquieto orgullo sosegó sereno
Su prenda amada suspiró perdida,
Javier sobre la arena en el reposo,
cuando (o maravilla nunca oída).
El Carnero del Zodíaco espumoso,
epiciclo se ve del Sol de vida,
y Ballena de Jonás más glorioso.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['---+-+-+-+-', '---+-+---+-', '-----+---+-', '--+--+-+-+-', '-+-----+-+-', '-+---+---+-', '--+--+-+-+-', '-+-+---+-+-', '-+-+---+-+-', '-+---+---+-', '----+-+--+-', '------+--+-', '--+--+-+-+-', '------++-+-']"
137,"Tarde brumosa de diciembre El frío
y estas sencillas gentes amilana,
y ha venido a turbar la cotidiana
vida de buen humor del caserío
Gime el viento en lo árboles, sombrío;
y sobre la llanura comarcana
se extiende la neblina soberana
cubriendo el altozano y el bajío.
En mi bello país no cae la nieve,
pero todos los años nos conmueve
esta sorpresa del invierno crudo,
cuando el viento del norte baja y, fiero,
como la hoja de un puñal agudo
se nos entra en el alma, traicionero.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'E', 'D', 'E']","['+--+-----+-', '+--+-+---+-', '+-+--+---+-', '+--+-+---+-', '+-+--+---+-', '-----+---+-', '-+---+---+-', '-+---+---+-', '--+-+++--+-', '--+--+-+-+-', '+--+---+-+-', '--+--+-+-+-', '--+--+-+-+-', '-++--+---+-']"
138,"¡Tú, emprendiste bajo el albor temprano
la áspera senda con ardiente brío,
y ahora inclinado y con andar tardío
rigiendo vas el báculo de anciano!
Torpe el sentido y el cabello cano
no te acobarden, ni en sepulcro frío
contemples con doliente desvarío
de rápido descenso el fin cercano
Fúlgida luz la vista te oscurece;
argentó tu cabeza nieve pura,
cesas de oír, porque el silencio crece;
te encorvas, porque vences la fraguar;
anhelas, porque el aire se enrarece;
llegando vas a coronar la altura.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', '-', 'C', 'D']","['+-+----+-+-', '+--+---+-+-', '+--+---+-+-', '-+-+-+---+-', '+--+---+-+-', '++-+---+-+-', '-+---+---+-', '-+---+-+-+-', '+--+-+-+-+-', '--+--+-+-+-', '+-+----+-+-', '++---+---+-', '-+---+---+-', '-+-+---+-+-']"
139,"La Paz en la Justicia asegurada
es dicha; es gozo; es gracia; y es consuelo;
en cambio, es causa de quebranto y duelo
la guerra por las madres detestada.
En su Constitución mi Patria amada
prohibe la agresión, siendo su anhelo
hacer siempre imperar en este suelo
y otros pueblos la paz tan deseada.
Ya que prefieres a flamas marciales
el verde manto de los palayales,
ten, Patria, menos armas, más arados.
Manten, con todo, intrépidos soldados
para defensa de tus nacionales
y preciosos recursos naturales.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'D', 'C', 'C']","['-+---+---+-', '++++++-+-+-', '-+++---+-+-', '-+---+---+-', '-----+-+-+-', '-+---++--+-', '-++--+-+-+-', '+-+--+---+-', '+--+--+--+-', '-+-+-----+-', '++-+-+-+-+-', '+--+-+---+-', '---+-----+-', '--+--+---+-']"
140,"Todos cuantos de ti, con ti han vivido,
cuantos te aman (todos te han amado)
y en el noble ideal de tu pasado
su lámpara de oro han encendido;
cuantos a tragos lentos han bebido
de tu Lis rojo en el Grial sagrado,
tu sangre, en la que siempre han encontrado
su redención del mal y del olvido,
me enviaron a ti Y aquí vencida
mi ansia pliega las alas Sabré amarte,
sabré sentir tu luz, que retenida
por el mármol de Angelo, reparte
amor doquier la que tornó tu vida
en el pan eucarístico del Arte
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+-+--+-+-+-', '+-+-+-++-+-', '--+--+---+-', '-+--+-+--+-', '+--+-+-+-+-', '--++---+-+-', '-+---++--+-', '---+-+---+-', '+-+--+-+-+-', '+-+--+--++-', '-+-+-+---+-', '--+---+--+-', '-+-+---+-+-', '--+--+---+-']"
141,"Sabios poetas, claros Oradores,
retóricos supremos y curiosos,
teólogos morales y famosos,
satíricos y cómicos cursores.
Artífices también, Historiadores
de ejemplos y de Historias deseosos
gozad de estos tesoros tan preciosos
pues son inestimables sus valores.
Aquí veréis a Ovidio renovado
con sus transformaciones dibujadas
que aun casi vivas demostrallas puedo
El cual ha corregido y enmendado
con letras de su imprenta delicadas
Francisco de Guzmán el de Toledo
Y en ellas pone miedo
al hombre virtuoso
no se transforme en bestia por vicioso
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['+--+-+---+-', '-+---+---+-', '-+---+---+-', '-+---+---+-', '-+---+---+-', '-+---+---+-', '-++--+-+-+-', '-+---+---+-', '-+-+-+---+-', '-----+---+-', '++-+---+-+-', '--+--+---+-', '-+---+---+-', '-----+---', '--+-+--+-', '-+---+-', '+--+-+---+-']"
142,"Quien en tu muerte el desengaño mira,
rigor fatal de su violencia fuerte,
mayor veneración debe a tu suerte
mortal, cuando a inmortal tu ingenio aspira
Mayor veneración, más grave pira,
más que a tu vida, amor debe a tu muerte,
pues en lo muerto lo inmortal advierte,
pues en lo humano lo divino admira.
Muere para vivir, o peregrino
fénix de España, y sea tu victoria
que el ser humano te hace más divino
Lo que fue desengaño, ha sido gloria,
pues más de la memoria te hace digno
muerto a la vida, vivo a la memoria.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', '-', 'D']","['---+---+-+-', '-+-+---+-+-', '-+---++--+-', '-+---+-+-+-', '-+---+++-+-', '+--+-++--+-', '---+-+-+-+-', '--++-+-+-+-', '+----+---+-', '+--+-+---+-', '-+-+-+-+-+-', '--+--+++-+-', '-+---+-+-+-', '+--+-+---+-']"
